filepath,label,split
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (401).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2209).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1548).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (59).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1250).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1450).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (383).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1632).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1028).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (545).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (899).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (285).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1139).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1870).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2745).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (607).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1668).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2549).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (282).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (815).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2528).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (249).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1208).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (106).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1342).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (989).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (905).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (437).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (3).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (657).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2611).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2352).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1216).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1386).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1648).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (771).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (990).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2309).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (801).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (264).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (217).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (289).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2054).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (155).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2845).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1263).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2598).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2480).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (561).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (509).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1446).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2348).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (573).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1498).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1716).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1911).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1579).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (322).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1081).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2177).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (197).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (425).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (393).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (996).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (209).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (571).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (458).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2411).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (148).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2894).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2366).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2709).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2439).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (694).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (507).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (942).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (901).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1252).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1763).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (301).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2503).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2066).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2748).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (88).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (615).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (480).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1392).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (630).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (113).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3223).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1024).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (125).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (617).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1191).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2479).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (133).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (146).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1276).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (77).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (843).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2326).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2248).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (261).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1562).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (661).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1162).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (274).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (450).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (427).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2235).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (184).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (688).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (836).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3190).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (61).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (410).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (176).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1089).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (277).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2982).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2758).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1374).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (125).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (799).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1070).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1910).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1511).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1564).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1203).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (233).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1368).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (632).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1604).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3086).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1220).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1827).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (78).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3061).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1678).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (172).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (329).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1114).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (681).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2876).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (987).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (524).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1119).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1517).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2742).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (793).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1918).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1236).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2875).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (701).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1465).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1453).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2551).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3192).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (245).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (999).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1842).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (584).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2472).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1457).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1374).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (27).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3094).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (615).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (611).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (549).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1666).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1233).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1457).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (24).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1024).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (660).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2489).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (95).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (955).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1189).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (675).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1010).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1548).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (591).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2098).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1869).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (975).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1101).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2453).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (483).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2531).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1511).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1483).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (797).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2674).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1178).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1437).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1676).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (332).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (997).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2907).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1379).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1993).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1209).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (95).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (145).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1431).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (389).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (572).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (603).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1104).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1546).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1872).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (253).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (638).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1771).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (793).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2459).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (174).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1578).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2949).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1628).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1656).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (875).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2375).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (96).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1554).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (222).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1036).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (368).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1339).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (852).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1062).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1082).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (640).jpg,Pneumonia-Bacterial,train
